product_name,url,price,timestamp
Dnjx06Ybm,https://www.emag.ro/placa-video-nvidia-geforce-gtx-1050ti-4gb-gddr5-128bit-nvidiagtx1050ti/pd/DNJX06YBM/,999.99,2025-04-03 13:29:48
Placa Video nVidia GeForce GTX 1050Ti 4GB GDDR5 128bit,https://www.emag.ro/placa-video-nvidia-geforce-gtx-1050ti-4gb-gddr5-128bit-nvidiagtx1050ti/pd/DNJX06YBM/,999.99,2025-04-05 11:52:29
